Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2024,Helen,Negros Occidental,25.0,429.0,454.0
2024,Helen,Negros Oriental,2.0,6.0,8.0
2024,Helen,Nueva Vizcaya,1.0,10.0,11.0
2024,Helen,Sarangani,0.0,2.0,2.0
2024,Helen,Siquijor,2.0,7.0,9.0
2024,Helen,Zamboanga del Norte,69.0,40.0,109.0
2024,Helen,Zamboanga del Sur,9.0,81.0,90.0
2024,Igme,Aklan,3.0,181.0,198.0
2024,Igme,Antique,35.0,138.0,173.0
2024,Igme,Guimaras,0.0,3.0,2.0
2024,Igme,Iloilo,17.0,178.0,195.0
2024,Igme,Isabela,0.0,12.0,12.0
2024,Igme,Lanao del Norte,0.0,13.0,13.0
2024,Igme,Maguindanao del Norte,7.0,17.0,24.0
2024,Igme,Misamis Oriental,20.0,235.0,255.0
2024,Igme,Negros Occidental,23.0,526.0,549.0
2024,Igme,Nueva Vizcaya,1.0,3.0,4.0
2024,Igme,Oriental Mindoro,4.0,26.0,30.0
2024,Igme,Palawan,27.0,228.0,255.0
2024,Igme,Quezon,2.0,4.0,6.0
2024,Igme,Rizal,0.0,1.0,1.0
2024,Igme,Zamboanga del Norte,0.0,4.0,4.0
2024,Julian,Abra,0.0,7.0,7.0
2024,Julian,Apayao,0.0,6.0,6.0
2024,Julian,Batanes,106.0,2023.0,2129.0
2024,Julian,Benguet,2.0,8.0,10.0
2024,Julian,Cagayan,1.0,64.0,65.0
2024,Julian,Ifugao,0.0,3.0,3.0
2024,Julian,Ilocos Norte,17.0,509.0,526.0
2024,Julian,Ilocos Sur,0.0,85.0,85.0
2024,Julian,La Union,0.0,5.0,5.0
2024,Kristine,Agusan del Norte,4.0,6.0,10.0
2024,Kristine,Aklan,17.0,822.0,839.0
2024,Kristine,Albay,442.0,29071.0,29513.0
2024,Kristine,Antique,38.0,311.0,349.0
2024,Kristine,Apayao,0.0,30.0,30.0
2024,Kristine,Aurora,0.0,7.0,7.0
2024,Kristine,Bataan,3.0,16.0,19.0
2024,Kristine,Batangas,1804.0,11150.0,12954.0
2024,Kristine,Benguet,0.0,21.0,21.0
2024,Kristine,Biliran,4.0,58.0,62.0
2024,Kristine,Bohol,1.0,1.0,2.0
2024,Kristine,Bukidnon,2.0,11.0,13.0
2024,Kristine,Bulacan,2.0,57.0,59.0
2024,Kristine,Cagayan,1.0,4.0,5.0
2024,Kristine,Camarines Norte,621.0,10134.0,10755.0
2024,Kristine,Camarines Sur,912.0,2279.0,3191.0
2024,Kristine,Camiguin,2.0,37.0,39.0
2024,Kristine,Capiz,0.0,9.0,9.0
2024,Kristine,Catanduanes,43.0,761.0,804.0
2024,Kristine,Cavite,97.0,498.0,595.0
2024,Kristine,Cebu,0.0,7.0,7.0
2024,Kristine,Cotabato,40.0,102.0,142.0
2024,Kristine,Davao Occidental,11.0,178.0,189.0
2024,Kristine,Davao Oriental,26.0,45.0,71.0
2024,Kristine,Davao del Sur,2.0,4.0,6.0
2024,Kristine,Eastern Samar,3.0,32.0,35.0
2024,Kristine,Guimaras,0.0,215.0,215.0
2024,Kristine,Ifugao,2.0,14.0,16.0
2024,Kristine,Ilocos Norte,3.0,87.0,90.0
2024,Kristine,Ilocos Sur,0.0,12.0,12.0
2024,Kristine,Iloilo,0.0,5984.0,5984.0
2024,Kristine,Isabela,7.0,16.0,23.0
2024,Kristine,Kalinga,2.0,116.0,118.0
2024,Kristine,La Union,10.0,423.0,433.0
2024,Kristine,Laguna,716.0,7634.0,8350.0
2024,Kristine,Lanao del Norte,12.0,100.0,112.0
2024,Kristine,Lanao del Sur,9.0,7.0,16.0
2024,Kristine,Leyte,11.0,49.0,60.0
2024,Kristine,Maguindanao del Norte,0.0,5.0,5.0
2024,Kristine,Masbate,282.0,3234.0,3516.0
2024,Kristine,Misamis Oriental,9.0,99.0,108.0
2024,Kristine,Negros Occidental,88.0,1953.0,2041.0
2024,Kristine,Negros Oriental,4.0,10.0,14.0
2024,Kristine,Northern Samar,31.0,1304.0,1335.0
2024,Kristine,Nueva Vizcaya,0.0,3.0,3.0
2024,Kristine,Occidental Mindoro,6.0,53.0,59.0
2024,Kristine,Oriental Mindoro,6.0,139.0,145.0
2024,Kristine,Palawan,0.0,10.0,10.0
2024,Kristine,Pampanga,0.0,5.0,5.0
2024,Kristine,Pangasinan,187.0,5004.0,5191.0
2024,Kristine,Quezon,128.0,5060.0,5188.0
2024,Kristine,Quirino,1.0,2.0,3.0
2024,Kristine,Rizal,8.0,255.0,263.0
2024,Kristine,Romblon,0.0,93.0,93.0
2024,Kristine,Samar,20.0,372.0,392.0
2024,Kristine,Sarangani,2.0,10.0,12.0
2024,Kristine,Sorsogon,245.0,5175.0,5420.0
2024,Kristine,South Cotabato,6.0,3.0,9.0
2024,Kristine,Sultan Kudarat,1.0,1.0,2.0
2024,Kristine,Surigao del Norte,16.0,74.0,90.0
2024,Kristine,Zambales,3.0,51.0,54.0
2024,Kristine,Zamboanga del Norte,6.0,24.0,30.0
2024,Kristine,Zamboanga del Sur,39.0,16.0,55.0
2024,Leon,Aklan,16.0,906.0,922.0
2024,Leon,Albay,803.0,2358.0,3161.0
2024,Leon,Antique,15.0,453.0,468.0
2024,Leon,Apayao,0.0,16.0,16.0
2024,Leon,Bataan,6.0,0.0,6.0
2024,Leon,Batanes,1.0,548.0,549.0
2024,Leon,Batangas,3677.0,30501.0,34178.0
2024,Leon,Benguet,0.0,8.0,8.0
2024,Leon,Biliran,33.0,839.0,872.0
2024,Leon,Bulacan,0.0,56.0,58.0
2024,Leon,Cagayan,3.0,19.0,22.0
2024,Leon,Camarines Norte,986.0,786.0,1772.0
2024,Leon,Camarines Sur,1835.0,19588.0,21423.0
2024,Leon,Camiguin,12.0,28.0,3.0
2024,Leon,Capiz,0.0,115.0,115.0
2024,Leon,Catanduanes,19.0,23.0,42.0
2024,Leon,Cavite,263.0,1909.0,2172.0
2024,Leon,Cebu,0.0,59.0,59.0
2024,Leon,Davao Occidental,3.0,198.0,201.0
2024,Leon,Dinagat Islands,3.0,163.0,166.0
2024,Leon,Eastern Samar,1.0,41.0,42.0
2024,Leon,Guimaras,8.0,593.0,601.0
2024,Leon,Ifugao,0.0,14.0,14.0
2024,Leon,Ilocos Norte,0.0,1.0,1.0
2024,Leon,Ilocos Sur,0.0,3.0,3.0
2024,Leon,Iloilo,502.0,10117.0,10619.0
2024,Leon,Isabela,0.0,2.0,2.0
2024,Leon,Kalinga,1.0,45.0,46.0
2024,Leon,La Union,6.0,866.0,872.0
2024,Leon,Laguna,1009.0,10781.0,11790.0
2024,Leon,Lanao del Norte,54.0,724.0,778.0
2024,Leon,Lanao del Sur,90.0,135.0,225.0
2024,Leon,Leyte,5.0,40.0,45.0
2024,Leon,Marinduque,2.0,12.0,14.0
2024,Leon,Masbate,263.0,628.0,609.0
2024,Leon,Misamis Oriental,23.0,381.0,404.0
2024,Leon,Negros Occidental,77.0,2784.0,2861.0
2024,Leon,Negros Oriental,0.0,29.0,25.0
2024,Leon,Northern Samar,157.0,1560.0,1717.0
2024,Leon,Occidental Mindoro,45.0,435.0,480.0
2024,Leon,Oriental Mindoro,92.0,541.0,633.0
2024,Leon,Pangasinan,67.0,1545.0,1612.0
2024,Leon,Quezon,89.0,1834.0,1923.0
2024,Leon,Rizal,19.0,24.0,43.0
2024,Leon,Romblon,19.0,370.0,389.0
2024,Leon,Samar,8.0,472.0,480.0
2024,Leon,Sarangani,9.0,23.0,32.0
2024,Leon,Sorsogon,486.0,7.34,738.34
2024,Leon,Southern Leyte,2.0,16.0,18.0
2024,Leon,Surigao del Norte,15.0,14.0,29.0
2024,Leon,Surigao del Sur,1.0,0.0,1.0
2024,Leon,Zamboanga del Norte,11.0,32.0,43.0
2024,Leon,Zamboanga del Sur,3.0,137.0,140.0
2024,Marce,Abra,1.0,13.0,14.0
2024,Marce,Apayao,57.0,4742.0,4799.0
2024,Marce,Cagayan,1031.0,20.801,1051.801
2024,Marce,Ilocos Norte,58.0,2155.0,2213.0
2024,Marce,Ilocos Sur,0.0,81.0,81.0
2024,Ofel,Abra,0.0,147.0,147.0
2024,Ofel,Apayao,2.0,101.0,103.0
2024,Ofel,Aurora,6.0,284.0,290.0
2024,Ofel,Cagayan,7.0,5.0,12.0
2024,Ofel,Ifugao,6.0,21.0,27.0
2024,Ofel,Ilocos Sur,0.0,1.0,1.0
2024,Ofel,Isabela,200.0,1568.0,1768.0
2024,Ofel,Kalinga,3.0,4.0,7.0
2024,Ofel,Nueva Vizcaya,0.0,9.0,9.0
2024,Ofel,Quezon,3.0,0.0,3.0
2024,Ofel,Quirino,4.0,121.0,125.0
2024,Pepito,Abra,3.0,0.0,3.0
2024,Pepito,Albay,56.0,2328.0,2384.0
2024,Pepito,Apayao,0.0,42.0,42.0
2024,Pepito,Aurora,874.0,6258.0,7132.0
2024,Pepito,Benguet,2.0,29.0,31.0
2024,Pepito,Cagayan,102.0,893.0,995.0
2024,Pepito,Camarines Norte,232.0,1446.0,1678.0
2024,Pepito,Camarines Sur,6320.0,7597.0,13917.0
2024,Pepito,Catanduanes,8442.0,28475.0,36917.0
2024,Pepito,Ifugao,9.0,61.0,70.0
2024,Pepito,Ilocos Norte,0.0,5.0,5.0
2024,Pepito,Ilocos Sur,0.0,2.0,2.0
2024,Pepito,Isabela,285.0,7364.0,7649.0
2024,Pepito,Kalinga,1.0,43.0,44.0
2024,Pepito,La Union,0.0,59.0,59.0
2024,Pepito,Nueva Ecija,0.0,7.0,7.0
2024,Pepito,Nueva Vizcaya,537.0,4377.0,4914.0
2024,Pepito,Pampanga,0.0,1.0,1.0
2024,Pepito,Pangasinan,5.0,214.0,219.0
2024,Pepito,Quezon,1.0,92.0,93.0
2024,Pepito,Quirino,13.0,280.0,293.0
2024,Pepito,Rizal,4.0,18.0,22.0
2024,Pepito,Sorsogon,1.0,107.0,108.0
2025,Auring,Bulacan,0.0,4.0,4.0
2025,Auring,Davao Occidental,1.0,0.0,1.0
2025,Auring,Misamis Oriental,0.0,630.0,630.0
2025,Auring,Tawi-Tawi,8.0,77.0,85.0
2025,Auring,Zamboanga del Norte,1.0,5.0,6.0
2025,Auring,Zamboanga del Sur,0.0,64.0,64.0
2025,Bising,Bataan,1.0,0.0,1.0
2025,Bising,Benguet,0.0,19.0,19.0
2025,Bising,Zambales,2.0,0.0,2.0
2025,Crising,Abra,0.0,1.0,1.0
2025,Crising,Aklan,4.0,89.0,93.0
2025,Crising,Albay,0.0,3.0,3.0
2025,Crising,Antique,22.0,83.0,105.0
2025,Crising,Basilan,27.0,79.0,106.0
2025,Crising,Batangas,5.0,11.0,16.0
2025,Crising,Benguet,0.0,13.0,13.0
2025,Crising,Bulacan,0.0,3.0,3.0
2025,Crising,Cagayan,1.0,5.0,6.0
2025,Crising,Camiguin,1.0,13.0,14.0
2025,Crising,Cavite,2.0,5.0,7.0
2025,Crising,Davao Occidental,58.0,91.0,149.0
2025,Crising,Davao del Sur,1.0,0.0,1.0
2025,Crising,Ilocos Norte,0.0,4.0,4.0
2025,Crising,Ilocos Sur,0.0,10.0,10.0
2025,Crising,Iloilo,5.0,74.0,79.0
2025,Crising,La Union,1.0,8.0,9.0
2025,Crising,Lanao del Norte,11.0,92.0,103.0
2025,Crising,Lanao del Sur,4.0,58.0,62.0
2025,Crising,Maguindanao del Norte,12.0,64.0,76.0
2025,Crising,Maguindanao del Sur,0.0,2.0,2.0
2025,Crising,Masbate,0.0,1.0,1.0
2025,Crising,Misamis Oriental,2.0,10.0,12.0
2025,Crising,Negros Occidental,38.0,279.0,317.0
2025,Crising,Palawan,3.0,8.0,11.0
2025,Crising,Pangasinan,1.0,0.0,1.0
2025,Crising,Quezon,0.0,2.0,2.0
2025,Crising,Rizal,5.0,2.0,7.0
2025,Crising,Sarangani,1.0,1.0,2.0
2025,Crising,Sultan Kudarat,18.0,108.0,126.0
2025,Crising,Surigao del Norte,0.0,1.0,1.0
2025,Crising,Tawi-Tawi,52.0,3.0,55.0
2025,Crising,Zamboanga del Norte,7.0,23.0,30.0
2025,Crising,Zamboanga del Sur,81.0,127.0,208.0
2025,Dante,Bataan,5.0,11.0,16.0
2025,Dante,Bukidnon,2.0,0.0,2.0
2025,Dante,Bulacan,0.0,2.0,2.0
2025,Dante,Lanao del Norte,10.0,1.0,0.0
2025,Dante,Misamis Oriental,0.0,5.0,5.0
2025,Dante,Negros Occidental,3.0,29.0,32.0
2025,Dante,Occidental Mindoro,3.0,7.0,10.0
2025,Emong,Abra,0.0,8.0,8.0
2025,Emong,Aklan,108.0,1603.0,1711.0
2025,Emong,Antique,33.0,670.0,703.0
2025,Emong,Apayao,0.0,79.0,79.0
2025,Emong,Aurora,0.0,7.0,7.0
2025,Emong,Bataan,2.0,0.0,2.0
2025,Emong,Batanes,0.0,3.0,3.0
2025,Emong,Batangas,2.0,48.0,45.0
2025,Emong,Benguet,1.0,23.0,24.0
2025,Emong,Cagayan,1466.0,4642.0,6108.0
2025,Emong,Capiz,14.0,276.0,290.0
2025,Emong,Cavite,1.0,0.0,1.0
2025,Emong,Guimaras,1.0,13.0,14.0
2025,Emong,Ifugao,0.0,2.0,2.0
2025,Emong,Ilocos Norte,58.0,3700.0,3758.0
2025,Emong,Ilocos Sur,26.0,299.0,325.0
2025,Emong,Iloilo,43.0,816.0,859.0
2025,Emong,Kalinga,0.0,2.0,2.0
2025,Emong,La Union,0.0,47.0,47.0
2025,Emong,Laguna,0.0,49.0,49.0
2025,Emong,Lanao del Sur,0.0,1.0,1.0
2025,Emong,Masbate,20959.0,83842.0,104801.0
2025,Emong,Negros Occidental,4.0,72.0,76.0
2025,Emong,Nueva Vizcaya,0.0,2.0,2.0
2025,Emong,Occidental Mindoro,73.0,1.223,67.223
2025,Emong,Oriental Mindoro,892.0,13069.0,13961.0
2025,Emong,Pangasinan,0.0,9.0,9.0
2025,Emong,Rizal,9.0,0.0,7.0
2025,Emong,Romblon,1993.0,15404.0,17397.0
2025,Emong,Sorsogon,11.0,54.0,65.0
2025,Emong,Zamboanga del Sur,1.0,6.0,7.0
2025,Isang,Sultan Kudarat,0.0,1.0,1.0
2025,Jacinto,Maguindanao del Norte,12.0,15.0,27.0
2025,Jacinto,Palawan,1.0,1.0,2.0
2025,Jacinto,Sarangani,4.0,1.0,5.0
2025,Jacinto,Zamboanga Sibugay,0.0,2.0,2.0
2025,Jacinto,Zamboanga del Norte,2.0,0.0,2.0
2025,Jacinto,Zamboanga del Sur,1.0,408.0,409.0
2025,Kiko,Antique,5.0,10.0,15.0
2025,Nando,Abra,0.0,3.0,3.0
2025,Nando,Antique,0.0,1.0,1.0
2025,Nando,Batangas,1.0,2.0,3.0
2025,Nando,Benguet,1.0,1.0,2.0
2025,Nando,Bulacan,0.0,1.0,1.0
2025,Nando,Capiz,1.0,0.0,1.0
2025,Nando,Ifugao,0.0,1.0,1.0
2025,Nando,Ilocos Norte,3.0,13.0,16.0
2025,Nando,Ilocos Sur,1.0,16.0,17.0
2025,Nando,Iloilo,5.0,20.0,25.0
2025,Nando,Kalinga,0.0,4.0,4.0
2025,Nando,La Union,0.0,27.0,27.0
2025,Nando,Zamboanga del Sur,1.0,3.0,4.0
2025,Opong,Abra,0.0,6.0,6.0
2025,Opong,Aklan,112.0,1692.0,1804.0
2025,Opong,Antique,55.0,752.0,807.0
2025,Opong,Batangas,1.0,57.0,58.0
2025,Opong,Benguet,0.0,35.0,35.0
2025,Opong,Bulacan,0.0,8.0,8.0
2025,Opong,Cagayan,1467.0,4647.0,6114.0
2025,Opong,Capiz,13.0,276.0,289.0
2025,Opong,Ilocos Norte,55.0,3691.0,3746.0
2025,Opong,Ilocos Sur,25.0,293.0,318.0
2025,Opong,Iloilo,43.0,870.0,913.0
2025,Opong,La Union,1.0,28.0,29.0
2025,Opong,Masbate,20959.0,83843.0,104802.0
2025,Opong,Occidental Mindoro,76.0,1.223,77.223
2025,Opong,Pangasinan,1.0,9.0,10.0
2025,Opong,Rizal,14.0,0.0,14.0
2025,Opong,Zamboanga del Sur,0.0,3.0,3.0
